------
Drone: 1
id=0, command=command, response=ok, start_time=2023-06-15 16:04:47.272264, end_time=2023-06-15 16:04:47.276788, duration=0.004524
id=1, command=takeoff, response=ok, start_time=2023-06-15 16:04:54.364932, end_time=2023-06-15 16:05:00.980162, duration=6.61523
id=2, command=up 50, response=ok, start_time=2023-06-15 16:05:01.496043, end_time=2023-06-15 16:05:04.068366, duration=2.572323
id=3, command=ccw 360, response=ok, start_time=2023-06-15 16:05:04.928477, end_time=2023-06-15 16:05:11.469187, duration=6.54071
id=4, command=up 30, response=ok, start_time=2023-06-15 16:05:14.923839, end_time=2023-06-15 16:05:17.068262, duration=2.144423
id=5, command=forward 100, response=ok, start_time=2023-06-15 16:05:21.316175, end_time=2023-06-15 16:05:23.961390, duration=2.645215
id=6, command=back 250, response=ok, start_time=2023-06-15 16:05:24.930630, end_time=2023-06-15 16:05:28.750749, duration=3.820119
id=7, command=up 20, response=ok, start_time=2023-06-15 16:05:29.383209, end_time=2023-06-15 16:05:32.036890, duration=2.653681
id=8, command=down 90, response=ok, start_time=2023-06-15 16:05:33.003206, end_time=2023-06-15 16:05:35.712176, duration=2.70897
id=9, command=right 50, response=ok, start_time=2023-06-15 16:05:36.618630, end_time=2023-06-15 16:05:38.697225, duration=2.078595
id=10, command=up 50, response=ok, start_time=2023-06-15 16:05:39.444181, end_time=2023-06-15 16:05:42.021253, duration=2.577072
id=11, command=left 50, response=ok, start_time=2023-06-15 16:05:42.528461, end_time=2023-06-15 16:05:44.774492, duration=2.246031
id=12, command=down 50, response=ok, start_time=2023-06-15 16:05:45.306350, end_time=2023-06-15 16:05:48.448498, duration=3.142148
id=13, command=ccw 80, response=ok, start_time=2023-06-15 16:05:49.042498, end_time=2023-06-15 16:05:51.064394, duration=2.021896
id=14, command=forward 100, response=ok, start_time=2023-06-15 16:05:52.058637, end_time=2023-06-15 16:05:54.983167, duration=2.92453
id=15, command=cw 60, response=ok, start_time=2023-06-15 16:05:55.917551, end_time=2023-06-15 16:05:57.351857, duration=1.434306
id=16, command=forward 100, response=ok, start_time=2023-06-15 16:05:58.389726, end_time=2023-06-15 16:06:01.044546, duration=2.65482
id=17, command=land, response=ok, start_time=2023-06-15 16:06:02.089320, end_time=2023-06-15 16:06:05.631697, duration=3.542377
------
Drone: 2
id=0, command=command, response=ok, start_time=2023-06-15 16:04:47.272264, end_time=2023-06-15 16:04:47.282794, duration=0.01053
