------
Drone: 1
id=0, command=command, response=ok, start_time=2023-06-14 16:35:08.390252, end_time=2023-06-14 16:35:08.411302, duration=0.02105
id=1, command=takeoff, response=ok, start_time=2023-06-14 16:35:15.416354, end_time=2023-06-14 16:35:21.576817, duration=6.160463
id=2, command=up 50, response=ok, start_time=2023-06-14 16:35:22.077072, end_time=2023-06-14 16:35:24.557177, duration=2.480105
id=3, command=down 60, response=ok, start_time=2023-06-14 16:35:25.649989, end_time=2023-06-14 16:35:28.250834, duration=2.600845
id=4, command=up 120, response=ok, start_time=2023-06-14 16:35:32.172763, end_time=2023-06-14 16:35:34.856203, duration=2.68344
id=5, command=down 30, response=ok, start_time=2023-06-14 16:35:35.619728, end_time=2023-06-14 16:35:37.994839, duration=2.375111
id=6, command=right 50, response=ok, start_time=2023-06-14 16:35:42.074795, end_time=2023-06-14 16:35:44.219391, duration=2.144596
id=7, command=up 50, response=ok, start_time=2023-06-14 16:35:48.368180, end_time=2023-06-14 16:35:50.944139, duration=2.575959
id=8, command=left 50, response=ok, start_time=2023-06-14 16:35:54.837421, end_time=2023-06-14 16:35:57.272689, duration=2.435268
id=9, command=down 50, response=ok, start_time=2023-06-14 16:36:01.319724, end_time=2023-06-14 16:36:03.651639, duration=2.331915
id=10, command=down 60, response=ok, start_time=2023-06-14 16:36:04.380607, end_time=2023-06-14 16:36:06.978466, duration=2.597859
id=11, command=back 100, response=ok, start_time=2023-06-14 16:36:07.652663, end_time=2023-06-14 16:36:10.329920, duration=2.677257
id=12, command=forward 50, response=ok, start_time=2023-06-14 16:36:13.927012, end_time=2023-06-14 16:36:16.452877, duration=2.525865
id=13, command=cw 50, response=ok, start_time=2023-06-14 16:36:20.522427, end_time=2023-06-14 16:36:22.006517, duration=1.48409
id=14, command=forward 100, response=ok, start_time=2023-06-14 16:36:26.843776, end_time=2023-06-14 16:36:29.807393, duration=2.963617
id=15, command=cw 60, response=ok, start_time=2023-06-14 16:36:30.820246, end_time=2023-06-14 16:36:32.516136, duration=1.69589
id=16, command=forward 100, response=error No valid imu, start_time=2023-06-14 16:36:33.499725, end_time=2023-06-14 16:36:35.368746, duration=1.869021
id=17, command=land, response=ok, start_time=2023-06-14 16:36:37.208931, end_time=2023-06-14 16:36:40.270950, duration=3.062019
------
Drone: 2
id=0, command=command, response=ok, start_time=2023-06-14 16:35:08.391251, end_time=2023-06-14 16:35:08.424315, duration=0.033064
id=1, command=takeoff, response=ok, start_time=2023-06-14 16:35:15.590506, end_time=2023-06-14 16:35:21.795708, duration=6.205202
id=2, command=up 50, response=ok, start_time=2023-06-14 16:35:22.329348, end_time=2023-06-14 16:35:24.705220, duration=2.375872
