------
Drone: 1
id=7, command=forward 50, response=ok, start_time=2023-06-14 17:25:28.370057, end_time=2023-06-14 17:25:30.624271, duration=2.254214
id=8, command=down 90, response=ok, start_time=2023-06-14 17:25:31.888694, end_time=2023-06-14 17:25:35.224808, duration=3.336114
id=9, command=up 110, response=ok, start_time=2023-06-14 17:25:35.948528, end_time=2023-06-14 17:25:38.830918, duration=2.88239
id=10, command=ccw 360, response=ok, start_time=2023-06-14 17:25:39.564066, end_time=2023-06-14 17:25:46.288525, duration=6.724459
id=11, command=cs 360, response=unknown command: cs, start_time=2023-06-14 17:25:49.322022, end_time=2023-06-14 17:25:49.333593, duration=0.011571
id=12, command=ccw 100, response=ok, start_time=2023-06-14 17:25:56.471176, end_time=2023-06-14 17:25:58.599696, duration=2.12852
id=13, command=forward 100, response=error No valid imu, start_time=2023-06-14 17:26:00.123236, end_time=2023-06-14 17:26:00.354647, duration=0.231411
id=14, command=cw 60, response=error No valid imu, start_time=2023-06-14 17:26:03.688881, end_time=2023-06-14 17:26:04.661235, duration=0.972354
id=15, command=forward 100, response=error No valid imu, start_time=2023-06-14 17:26:05.736462, end_time=2023-06-14 17:26:05.970715, duration=0.234253
id=16, command=land, response=ok, start_time=2023-06-14 17:26:09.376641, end_time=2023-06-14 17:26:13.767243, duration=4.390602
------
Drone: 4
id=0, command=command, response=ok, start_time=2023-06-14 17:24:49.162497, end_time=2023-06-14 17:24:49.209727, duration=0.04723
id=1, command=takeoff, response=ok, start_time=2023-06-14 17:24:56.193847, end_time=2023-06-14 17:25:01.054493, duration=4.860646
id=2, command=up 50, response=ok, start_time=2023-06-14 17:25:02.644842, end_time=2023-06-14 17:25:04.920666, duration=2.275824
id=3, command=down 60, response=ok, start_time=2023-06-14 17:25:08.431768, end_time=2023-06-14 17:25:10.761887, duration=2.330119
id=4, command=up 120, response=ok, start_time=2023-06-14 17:25:15.118570, end_time=2023-06-14 17:25:17.871826, duration=2.753256
id=5, command=down 30, response=ok, start_time=2023-06-14 17:25:18.579517, end_time=2023-06-14 17:25:21.657353, duration=3.077836
id=6, command=back 100, response=ok, start_time=2023-06-14 17:25:24.865927, end_time=2023-06-14 17:25:27.665589, duration=2.799662
id=7, command=forward 50, response=ok, start_time=2023-06-14 17:25:28.205330, end_time=2023-06-14 17:25:30.385530, duration=2.1802
id=8, command=down 90, response=ok, start_time=2023-06-14 17:25:31.867578, end_time=2023-06-14 17:25:34.593971, duration=2.726393
id=9, command=up 110, response=ok, start_time=2023-06-14 17:25:35.975613, end_time=2023-06-14 17:25:38.637654, duration=2.662041
id=10, command=ccw 360, response=error No valid imu, start_time=2023-06-14 17:25:39.504185, end_time=2023-06-14 17:25:43.888580, duration=4.384395
id=11, command=cw 360, response=error No valid imu, start_time=2023-06-14 17:25:49.257453, end_time=2023-06-14 17:25:52.604386, duration=3.346933
id=12, command=cw 50, response=ok, start_time=2023-06-14 17:25:56.536523, end_time=2023-06-14 17:25:57.960811, duration=1.424288
id=13, command=forward 100, response=ok, start_time=2023-06-14 17:25:59.952788, end_time=2023-06-14 17:26:02.704642, duration=2.751854
id=14, command=cw 60, response=ok, start_time=2023-06-14 17:26:03.607104, end_time=2023-06-14 17:26:05.053328, duration=1.446224
id=15, command=forward 100, response=ok, start_time=2023-06-14 17:26:05.653806, end_time=2023-06-14 17:26:08.569190, duration=2.915384
id=16, command=land, response=ok, start_time=2023-06-14 17:26:09.237260, end_time=2023-06-14 17:26:13.012828, duration=3.775568
------
Drone: 5
id=0, command=command, response=ok, start_time=2023-06-14 17:24:49.162497, end_time=2023-06-14 17:24:49.219881, duration=0.057384
id=1, command=takeoff, response=ok, start_time=2023-06-14 17:24:56.345671, end_time=2023-06-14 17:25:04.271686, duration=7.926015
id=2, command=up 50, response=ok, start_time=2023-06-14 17:25:04.829998, end_time=2023-06-14 17:25:07.125582, duration=2.295584
id=3, command=up 30, response=ok, start_time=2023-06-14 17:25:08.632568, end_time=2023-06-14 17:25:10.648026, duration=2.015458
id=4, command=down 60, response=ok, start_time=2023-06-14 17:25:15.020615, end_time=2023-06-14 17:25:17.378087, duration=2.357472
id=5, command=up 60, response=ok, start_time=2023-06-14 17:25:18.693766, end_time=2023-06-14 17:25:21.146842, duration=2.453076
id=6, command=forward 100, response=ok, start_time=2023-06-14 17:25:28.294069, end_time=2023-06-14 17:25:31.057752, duration=2.763683
id=7, command=down 20, response=ok, start_time=2023-06-14 17:25:31.818960, end_time=2023-06-14 17:25:34.164279, duration=2.345319
id=8, command=up 20, response=ok, start_time=2023-06-14 17:25:35.916351, end_time=2023-06-14 17:25:37.732247, duration=1.815896
id=9, command=right 50, response=ok, start_time=2023-06-14 17:25:39.618553, end_time=2023-06-14 17:25:41.862858, duration=2.244305
id=10, command=up 50, response=ok, start_time=2023-06-14 17:25:45.911013, end_time=2023-06-14 17:25:48.595244, duration=2.684231
id=11, command=left 50, response=ok, start_time=2023-06-14 17:25:49.552705, end_time=2023-06-14 17:25:51.550186, duration=1.997481
id=12, command=down 50, response=ok, start_time=2023-06-14 17:25:53.376383, end_time=2023-06-14 17:25:55.833233, duration=2.45685
id=13, command=cw 130, response=ok, start_time=2023-06-14 17:25:56.448980, end_time=2023-06-14 17:25:59.308453, duration=2.859473
id=14, command=forward 100, response=ok, start_time=2023-06-14 17:26:00.097645, end_time=2023-06-14 17:26:02.666116, duration=2.568471
id=15, command=cw 60, response=ok, start_time=2023-06-14 17:26:03.650340, end_time=2023-06-14 17:26:05.053328, duration=1.402988
id=16, command=forward 100, response=ok, start_time=2023-06-14 17:26:05.714752, end_time=2023-06-14 17:26:08.492635, duration=2.777883
id=17, command=land, response=ok, start_time=2023-06-14 17:26:09.438413, end_time=2023-06-14 17:26:13.739214, duration=4.300801
