------
Drone: 1
id=0, command=command, response=ok, start_time=2023-06-14 17:22:28.033017, end_time=2023-06-14 17:22:28.045016, duration=0.011999
id=1, command=takeoff, response=ok, start_time=2023-06-14 17:22:35.183967, end_time=2023-06-14 17:22:43.980257, duration=8.79629
id=2, command=up 50, response=ok, start_time=2023-06-14 17:22:44.497960, end_time=2023-06-14 17:22:46.918083, duration=2.420123
id=3, command=down 60, response=ok, start_time=2023-06-14 17:22:47.534110, end_time=2023-06-14 17:22:50.280471, duration=2.746361
id=4, command=up 120, response=ok, start_time=2023-06-14 17:22:53.951940, end_time=2023-06-14 17:22:56.667504, duration=2.715564
id=5, command=down 30, response=ok, start_time=2023-06-14 17:22:57.236974, end_time=2023-06-14 17:22:59.940557, duration=2.703583
id=6, command=back 100, response=ok, start_time=2023-06-14 17:23:03.660276, end_time=2023-06-14 17:23:06.394991, duration=2.734715
id=7, command=forward 50, response=ok, start_time=2023-06-14 17:23:07.077035, end_time=2023-06-14 17:23:09.816328, duration=2.739293
id=8, command=down 90, response=ok, start_time=2023-06-14 17:23:12.812632, end_time=2023-06-14 17:23:15.792263, duration=2.979631
id=9, command=up 110, response=ok, start_time=2023-06-14 17:23:16.501316, end_time=2023-06-14 17:23:19.455701, duration=2.954385
id=10, command=ccw 360, response=ok, start_time=2023-06-14 17:23:20.075791, end_time=2023-06-14 17:23:26.642275, duration=6.566484
id=11, command=cw 360, response=error No valid imu, start_time=2023-06-14 17:23:29.685748, end_time=2023-06-14 17:23:33.119554, duration=3.433806
id=12, command=cw 50, response=ok, start_time=2023-06-14 17:23:42.511676, end_time=2023-06-14 17:23:43.878739, duration=1.367063
id=13, command=forward 100, response=ok, start_time=2023-06-14 17:23:48.838005, end_time=2023-06-14 17:23:52.248379, duration=3.410374
id=14, command=cw 60, response=ok, start_time=2023-06-14 17:23:52.839737, end_time=2023-06-14 17:23:54.373754, duration=1.534017
id=15, command=forward 100, response=ok, start_time=2023-06-14 17:23:55.157525, end_time=2023-06-14 17:23:58.389961, duration=3.232436
id=16, command=land, response=ok, start_time=2023-06-14 17:23:59.011705, end_time=2023-06-14 17:24:03.849167, duration=4.837462
------
Drone: 2
id=0, command=command, response=ok, start_time=2023-06-14 17:22:28.034017, end_time=2023-06-14 17:22:28.054530, duration=0.020513
id=1, command=takeoff, response=ok, start_time=2023-06-14 17:22:35.377777, end_time=2023-06-14 17:22:41.792375, duration=6.414598
id=2, command=up 50, response=ok, start_time=2023-06-14 17:22:42.325854, end_time=2023-06-14 17:22:44.596776, duration=2.270922
id=3, command=up 30, response=ok, start_time=2023-06-14 17:22:47.638690, end_time=2023-06-14 17:22:49.807807, duration=2.169117
id=4, command=down 60, response=ok, start_time=2023-06-14 17:22:53.896274, end_time=2023-06-14 17:22:56.309511, duration=2.413237
id=5, command=up 60, response=ok, start_time=2023-06-14 17:22:57.310711, end_time=2023-06-14 17:22:59.825900, duration=2.515189
id=6, command=forward 100, response=ok, start_time=2023-06-14 17:23:07.152626, end_time=2023-06-14 17:23:09.726024, duration=2.573398
id=7, command=down 20, response=ok, start_time=2023-06-14 17:23:12.688911, end_time=2023-06-14 17:23:14.629544, duration=1.940633
id=8, command=up 20, response=ok, start_time=2023-06-14 17:23:16.571544, end_time=2023-06-14 17:23:18.846768, duration=2.275224
id=9, command=right 50, response=ok, start_time=2023-06-14 17:23:20.152887, end_time=2023-06-14 17:23:22.190047, duration=2.03716
id=10, command=up 50, response=ok, start_time=2023-06-14 17:23:26.422185, end_time=2023-06-14 17:23:28.527211, duration=2.105026
id=11, command=left 50, response=ok, start_time=2023-06-14 17:23:29.794722, end_time=2023-06-14 17:23:31.956660, duration=2.161938
id=12, command=down 50, response=ok, start_time=2023-06-14 17:23:36.132379, end_time=2023-06-14 17:23:38.534765, duration=2.402386
id=13, command=cw 130, response=ok, start_time=2023-06-14 17:23:42.336011, end_time=2023-06-14 17:23:45.238865, duration=2.902854
