------
Drone: 1
id=0, command=command, response=ok, start_time=2023-06-15 16:00:09.529990, end_time=2023-06-15 16:00:09.843802, duration=0.313812
id=11, command=cw 50, response=ok, start_time=2023-06-15 16:01:10.920634, end_time=2023-06-15 16:01:12.234426, duration=1.313792
id=12, command=forward 100, response=ok, start_time=2023-06-15 16:01:16.426030, end_time=2023-06-15 16:01:20.050940, duration=3.62491
id=13, command=cw 60, response=ok, start_time=2023-06-15 16:01:20.665362, end_time=2023-06-15 16:01:22.283367, duration=1.618005
id=14, command=forward 100, response=ok, start_time=2023-06-15 16:01:23.405163, end_time=2023-06-15 16:01:26.978391, duration=3.573228
id=15, command=land, response=ok, start_time=2023-06-15 16:01:27.518314, end_time=2023-06-15 16:01:31.296419, duration=3.778105
------
Drone: 4
id=0, command=command, response=ok, start_time=2023-06-15 16:00:09.529990, end_time=2023-06-15 16:00:09.884888, duration=0.354898
id=1, command=takeoff, response=ok, start_time=2023-06-15 16:00:16.454745, end_time=2023-06-15 16:00:23.065418, duration=6.610673
id=2, command=up 50, response=ok, start_time=2023-06-15 16:00:23.649949, end_time=2023-06-15 16:00:26.023111, duration=2.373162
id=3, command=ccw 360, response=ok, start_time=2023-06-15 16:00:28.831089, end_time=2023-06-15 16:00:35.792795, duration=6.961706
id=4, command=up 30, response=ok, start_time=2023-06-15 16:00:38.832795, end_time=2023-06-15 16:00:41.114829, duration=2.282034
id=5, command=forward 100, response=ok, start_time=2023-06-15 16:00:45.260979, end_time=2023-06-15 16:00:48.655942, duration=3.394963
id=6, command=back 250, response=ok, start_time=2023-06-15 16:00:49.287848, end_time=2023-06-15 16:00:53.110467, duration=3.822619
id=7, command=up 20, response=ok, start_time=2023-06-15 16:00:53.742336, end_time=2023-06-15 16:00:56.105198, duration=2.362862
id=8, command=down 90, response=ok, start_time=2023-06-15 16:00:57.614301, end_time=2023-06-15 16:01:00.073014, duration=2.458713
id=9, command=right 50, response=error No valid imu, start_time=2023-06-15 16:01:01.192476, end_time=2023-06-15 16:01:02.603919, duration=1.411443
id=10, command=up 50, response=ok, start_time=2023-06-15 16:01:03.128722, end_time=2023-06-15 16:01:05.803397, duration=2.674675
id=11, command=left 50, response=ok, start_time=2023-06-15 16:01:06.397838, end_time=2023-06-15 16:01:09.068468, duration=2.67063
id=12, command=down 50, response=ok, start_time=2023-06-15 16:01:09.738747, end_time=2023-06-15 16:01:12.194752, duration=2.456005
id=13, command=ccw 80, response=ok, start_time=2023-06-15 16:01:12.733048, end_time=2023-06-15 16:01:14.716282, duration=1.983234
id=14, command=forward 100, response=ok, start_time=2023-06-15 16:01:16.551081, end_time=2023-06-15 16:01:19.105742, duration=2.554661
id=15, command=cw 60, response=ok, start_time=2023-06-15 16:01:20.736660, end_time=2023-06-15 16:01:22.207834, duration=1.471174
id=16, command=forward 100, response=ok, start_time=2023-06-15 16:01:23.539575, end_time=2023-06-15 16:01:26.490141, duration=2.950566
id=17, command=land, response=ok, start_time=2023-06-15 16:01:27.549416, end_time=2023-06-15 16:01:31.434548, duration=3.885132
------
Drone: 5
id=0, command=command, response=ok, start_time=2023-06-15 16:00:09.529990, end_time=2023-06-15 16:00:09.884888, duration=0.354898
id=1, command=takeoff, response=ok, start_time=2023-06-15 16:00:16.564536, end_time=2023-06-15 16:00:23.197860, duration=6.633324
id=2, command=up 50, response=ok, start_time=2023-06-15 16:00:23.793836, end_time=2023-06-15 16:00:26.315648, duration=2.521812
id=3, command=up 60, response=ok, start_time=2023-06-15 16:00:28.842089, end_time=2023-06-15 16:00:31.002975, duration=2.160886
id=4, command=down 120, response=error No valid imu, start_time=2023-06-15 16:00:35.178539, end_time=2023-06-15 16:00:35.433374, duration=0.254835
id=5, command=up 90, response=error No valid imu, start_time=2023-06-15 16:00:38.888391, end_time=2023-06-15 16:00:39.143986, duration=0.255595
id=6, command=back 100, response=error No valid imu, start_time=2023-06-15 16:00:45.271667, end_time=2023-06-15 16:00:45.576518, duration=0.304851
id=7, command=forward 50, response=error No valid imu, start_time=2023-06-15 16:00:49.342493, end_time=2023-06-15 16:00:49.567160, duration=0.224667
id=8, command=down 90, response=error No valid imu, start_time=2023-06-15 16:00:53.881649, end_time=2023-06-15 16:00:54.126173, duration=0.244524
id=9, command=up 110, response=error No valid imu, start_time=2023-06-15 16:00:57.811486, end_time=2023-06-15 16:00:57.945228, duration=0.133742
id=10, command=ccw 360, response=error No valid imu, start_time=2023-06-15 16:01:01.132309, end_time=2023-06-15 16:01:01.397551, duration=0.265242
id=11, command=ccw 100, response=error No valid imu, start_time=2023-06-15 16:01:10.850879, end_time=2023-06-15 16:01:11.101452, duration=0.250573
id=12, command=forward 100, response=error No valid imu, start_time=2023-06-15 16:01:16.689750, end_time=2023-06-15 16:01:16.904532, duration=0.214782
id=13, command=cw 60, response=error No valid imu, start_time=2023-06-15 16:01:20.794867, end_time=2023-06-15 16:01:20.993238, duration=0.198371
id=14, command=forward 100, response=error No valid imu, start_time=2023-06-15 16:01:23.576160, end_time=2023-06-15 16:01:23.846894, duration=0.270734
id=15, command=land, response=ok, start_time=2023-06-15 16:01:27.624282, end_time=2023-06-15 16:01:28.236464, duration=0.612182
